date,photon_density
2019-08-24 08:29:22,6.1881
2019-08-24 08:31:01,6.4404
2019-08-24 08:34:23,6.1703
2019-08-24 08:35:59,6.0889
2019-08-24 08:37:38,6.2817
2019-08-24 08:39:17,6.2553
2019-08-24 08:40:56,6.4108
2019-08-24 08:42:35,6.7661
2019-08-24 08:44:14,6.2625
2019-08-24 08:45:54,6.0787
2019-08-24 08:47:33,6.3689
2019-08-24 08:49:06,6.6505
2019-08-24 08:50:54,6.0239
2019-08-24 08:52:30,6.1019
2019-08-24 08:54:06,5.7555
2019-08-24 08:55:46,6.0895
2019-08-24 08:57:25,6.7162
2019-08-24 08:59:04,5.8697
2019-08-24 09:00:45,6.2478
2019-08-24 09:02:22,6.3754
2019-08-24 09:04:01, 5.993
2019-08-24 09:05:34,6.6226
2019-08-24 09:07:23,5.9299
2019-08-24 09:08:59,6.0043
2019-08-24 09:10:38,6.2498
2019-08-24 09:12:17,6.0031
2019-08-24 09:13:56,6.0152
2019-08-24 09:15:36,6.1963
2019-08-24 09:17:15, 6.302
2019-08-24 09:18:54,6.2023
2019-08-24 09:20:33,6.6509
2019-08-24 09:22:06,6.7717
2019-08-24 09:23:54,6.0357
2019-08-24 09:25:28,6.1721
2019-08-24 09:27:07,6.0711
2019-08-24 09:28:46,6.0783
2019-08-24 09:30:28,7.2128
2019-08-24 09:32:07,5.9926
2019-08-24 09:33:49,6.1915
2019-08-24 09:35:29,6.2386
2019-08-24 09:37:07,6.2538
2019-08-24 09:38:42,6.5043
2019-08-24 09:40:29,6.5876
2019-08-24 09:42:05,6.2439
2019-08-24 09:43:44,6.2796
2019-08-24 09:45:24,6.5957
2019-08-24 09:47:03,6.3474
2019-08-24 09:48:42,6.3281
2019-08-24 09:50:21,6.2782
2019-08-24 09:52:00,6.3009
2019-08-24 09:53:43,6.4519
2019-08-24 09:55:17,6.7591
2019-08-24 09:57:04,6.1256
2019-08-24 09:58:40,5.9435
2019-08-24 10:00:16,6.5743
2019-08-24 10:01:58,6.1747
2019-08-24 10:03:37,5.8254
2019-08-24 10:05:18,6.3741
2019-08-24 10:06:57,6.0987
2019-08-24 10:08:35,6.1547
2019-08-24 10:10:14,6.0488
2019-08-24 10:11:47,6.5182
2019-08-24 10:13:39,6.1223
2019-08-24 10:15:15,6.2107
2019-08-24 10:16:54,5.6847
2019-08-24 10:18:33,5.9401
2019-08-24 10:20:12,5.9982
2019-08-24 10:21:51, 5.895
2019-08-24 10:23:31,6.0449
2019-08-24 10:25:10,6.1076
2019-08-24 10:26:49,6.0315
2019-08-24 10:28:22,6.7157
2019-08-24 10:30:10,5.9738
2019-08-24 10:31:46,6.0739
2019-08-24 10:33:26,6.1515
2019-08-24 10:35:05,5.5061
2019-08-24 10:36:44,6.2588
2019-08-24 10:38:23,5.8638
2019-08-24 10:40:02, 6.071
2019-08-24 10:41:38,6.0395
2019-08-24 10:43:17,5.9664
2019-08-24 10:44:50,6.5815
2019-08-24 10:46:36,6.3841
2019-08-24 10:48:15,6.1297
2019-08-24 10:49:54,6.1781
2019-08-24 10:51:33,6.2086
2019-08-24 10:53:06,6.1425
2019-08-24 10:54:48,6.0664
2019-08-24 10:56:25,6.6774
2019-08-24 10:58:04,6.2079
2019-08-24 10:59:43,6.0516
2019-08-24 11:01:19,6.6622
2019-08-24 11:03:07,5.7391
2019-08-24 11:04:45, 5.701
2019-08-24 11:06:23,6.1995
2019-08-24 11:08:05,5.5323
2019-08-24 11:09:39, 5.491
2019-08-24 11:11:20,5.3303
2019-08-24 11:12:50,5.5868
2019-08-24 11:14:35,5.9311
2019-08-24 11:16:14, 5.838
2019-08-24 11:17:47,5.7145
2019-08-24 11:19:30,5.3786
2019-08-24 11:21:12,5.5062
2019-08-24 11:22:51,5.7826
2019-08-24 11:24:30,5.1404
2019-08-24 11:26:09,5.0462
2019-08-24 11:27:49,5.1208
2019-08-24 11:29:28,5.7689
2019-08-24 11:31:07,5.5319
2019-08-24 11:32:46,5.3833
2019-08-24 11:34:19,5.5563
2019-08-24 11:36:01,5.2332
2019-08-24 11:37:44,5.0928
2019-08-24 11:39:23, 5.186
2019-08-24 11:41:02,4.8433
2019-08-24 11:42:41,5.0821
2019-08-24 11:44:20,5.0941
2019-08-24 11:45:56,5.2796
2019-08-24 11:47:35,5.2814
2019-08-24 11:49:15,5.3056
2019-08-24 11:50:48,5.8829
2019-08-24 11:52:36,5.2772
2019-08-24 11:54:12,5.3067
2019-08-24 11:55:51,5.4707
2019-08-24 11:57:27,5.5407
2019-08-24 11:59:07,5.5773
2019-08-24 12:00:46,5.2206
2019-08-24 12:02:25,5.4564
2019-08-24 12:04:04,5.5854
2019-08-24 12:05:43,5.3246
2019-08-24 12:07:16,6.2304
2019-08-24 12:09:05,5.6842
2019-08-24 12:10:41,5.5456
2019-08-24 12:12:20,5.5594
2019-08-24 12:13:56, 5.377
2019-08-24 12:15:35,5.2467
2019-08-24 12:17:14,5.5112
2019-08-24 12:18:53,5.4821
2019-08-24 12:20:33,5.6056
2019-08-24 12:22:12,5.5033
2019-08-24 12:23:45,6.4304
2019-08-24 12:25:33,5.7393
2019-08-24 12:27:09,5.6967
2019-08-24 12:28:48,5.6971
2019-08-24 12:30:28,5.9133
2019-08-24 12:32:07,5.6807
2019-08-24 12:33:46,5.6426
2019-08-24 12:35:25,6.0322
2019-08-24 12:37:04, 5.756
2019-08-24 12:38:43,5.7507
2019-08-24 12:43:41,5.9671
2019-08-24 12:45:20,5.9804
2019-08-24 12:46:59,6.0407
2019-08-24 12:48:38,6.0219
2019-08-24 12:50:14,6.1599
2019-08-24 12:51:54,6.1855
2019-08-24 12:53:33,5.7156
2019-08-24 12:55:12,5.9085
2019-08-24 12:56:45,6.2758
2019-08-24 12:58:33,6.3738
2019-08-24 13:00:09,5.5537
2019-08-24 13:01:49,5.4827
2019-08-24 13:03:28,5.5627
2019-08-24 13:05:07,5.5023
2019-08-24 13:06:46,5.1024
2019-08-24 13:08:22, 5.939
2019-08-24 13:10:04,5.9568
2019-08-24 13:11:44,5.8066
2019-08-24 13:13:17, 6.438
2019-08-24 13:15:02,5.8386
2019-08-24 13:16:38, 5.828
2019-08-24 13:18:17, 5.717
2019-08-24 13:19:56,6.0032
2019-08-24 13:21:35,6.0263
2019-08-24 13:23:15,5.8969
2019-08-24 13:24:54,6.1407
2019-08-24 13:26:33,6.1608
2019-08-24 13:28:12,6.0966
2019-08-24 13:29:51,6.5163
2019-08-24 13:31:37, 6.491
2019-08-24 13:33:13, 6.261
2019-08-24 13:34:52,6.2196
2019-08-24 13:36:31,6.1904
2019-08-24 13:38:10,6.4304
2019-08-24 13:39:49,6.6034
2019-08-24 13:41:29,6.6475
2019-08-24 13:43:09,6.5257
2019-08-24 13:44:48,6.6399
2019-08-24 13:46:22, 6.876
2019-08-24 13:48:09,6.5665
2019-08-24 13:49:48,6.6743
2019-08-24 13:51:27,6.3147
2019-08-24 13:53:06,6.3865
2019-08-24 13:54:45,6.7078
2019-08-24 13:56:25,6.3932
2019-08-24 13:58:04,6.4001
2019-08-24 13:59:43,6.4162
2019-08-24 14:01:22,6.2889
2019-08-24 14:02:57,6.9444
2019-08-24 14:04:44,6.2628
2019-08-24 14:06:20, 5.923
2019-08-24 14:07:59,6.3529
2019-08-24 14:09:41,6.0573
2019-08-24 14:11:20,  6.32
2019-08-24 14:13:00,6.3027
2019-08-24 14:14:39,6.1921
2019-08-24 14:16:18,5.7152
2019-08-24 14:17:57, 6.094
2019-08-24 14:19:32,6.2324
2019-08-24 14:21:19,6.1106
2019-08-24 14:22:57,7.0888
2019-08-24 14:24:34,6.2492
2019-08-24 14:26:13,6.3116
2019-08-24 14:27:52, 6.124
2019-08-24 14:29:31,6.3695
2019-08-24 14:31:13,6.3253
2019-08-24 14:32:52,6.3151
2019-08-24 14:34:29, 6.268
2019-08-24 14:36:04,7.0892
2019-08-24 14:37:49,7.0914
2019-08-24 14:39:23,6.4513
2019-08-24 14:41:02, 6.146
2019-08-24 14:42:41,6.7127
2019-08-24 14:44:21,6.1836
2019-08-24 14:46:00, 6.699
2019-08-24 14:47:38,6.8868
2019-08-24 14:49:14,6.5995
2019-08-24 14:50:53,6.9592
2019-08-24 14:52:29,6.8413
2019-08-24 14:54:15,6.5948
2019-08-24 14:55:51,6.3291
2019-08-24 14:57:30,6.4125
2019-08-24 14:59:09,6.7382
2019-08-24 15:00:52,6.7651
2019-08-24 15:02:28, 6.639
2019-08-24 15:04:08,6.5614
2019-08-24 15:05:44,6.7932
2019-08-24 15:07:25,7.2527
2019-08-24 15:09:00,6.7139
2019-08-24 15:10:47,7.4163
2019-08-24 15:12:20,7.0979
2019-08-24 15:14:02,7.0093
2019-08-24 15:15:41,6.6703
2019-08-24 15:17:20,6.5277
2019-08-24 15:19:01,7.6987
2019-08-24 15:20:38,6.9533
2019-08-24 15:22:15,7.0137
2019-08-24 15:23:54,  7.09
2019-08-24 15:25:30,7.7087
2019-08-24 15:27:15,6.9352
2019-08-24 15:28:54,6.8961
2019-08-24 15:30:33,6.7264
2019-08-24 15:32:13, 6.569
2019-08-24 15:33:52,6.8084
2019-08-24 15:35:31,6.9882
2019-08-24 15:37:10,7.1041
2019-08-24 15:38:49, 6.943
2019-08-24 15:40:28,6.8355
2019-08-24 15:41:58,7.1553
2019-08-24 15:43:44,6.8306
2019-08-24 15:45:20,7.1856
2019-08-24 15:47:00,7.3247
2019-08-24 15:48:41, 7.088
2019-08-24 15:50:18,7.1277
2019-08-24 15:51:57,7.0442
2019-08-24 15:53:35,6.7501
2019-08-24 15:55:12,7.2963
2019-08-24 15:56:53,9.9524
2019-08-24 15:58:26,6.8013
2019-08-24 16:00:15,6.7281
2019-08-24 16:01:51, 7.002
2019-08-24 16:03:30,6.8897
2019-08-24 16:05:10,7.0775
2019-08-24 16:06:49, 7.185
2019-08-24 16:08:28,7.0313
2019-08-24 16:10:04,7.3047
2019-08-24 16:11:43,7.3562
2019-08-24 16:13:22,7.4447
2019-08-24 16:14:55, 7.537
2019-08-24 16:16:44,7.6003
2019-08-24 16:18:20,7.4915
2019-08-24 16:19:59,7.3981
2019-08-24 16:21:38,6.9997
2019-08-24 16:23:17,6.9877
2019-08-24 16:24:56,7.3529
2019-08-24 16:26:36,6.6703
2019-08-24 16:28:15, 6.961
2019-08-24 16:29:53,7.0079
2019-08-24 16:31:27,7.4546
2019-08-24 16:33:15,7.4146
2019-08-24 16:34:51,7.2291
2019-08-24 16:36:31, 7.057
2019-08-24 16:38:10,7.1654
2019-08-24 16:39:47,7.0208
2019-08-24 16:41:25,7.1264
2019-08-24 16:43:05,7.2335
2019-08-24 16:44:44,6.7852
2019-08-24 16:46:20,7.5307
2019-08-24 16:47:55,6.9598
2019-08-24 16:49:41,6.9485
2019-08-24 16:51:17,6.7828
2019-08-24 16:52:56,6.6957
2019-08-24 16:54:35,6.7709
2019-08-24 16:56:14,6.6428
2019-08-24 16:57:53, 6.619
2019-08-24 16:59:33,6.6951
2019-08-24 17:01:12,6.6893
2019-08-24 17:02:51,6.7775
2019-08-24 17:04:25,6.6132
2019-08-24 17:06:12,6.5863
2019-08-24 17:07:48,6.5836
2019-08-24 17:09:28,6.6845
2019-08-24 17:11:07,6.9353
2019-08-24 17:12:46,6.6656
2019-08-24 17:14:25,7.1928
2019-08-24 17:16:04,7.0044
2019-08-24 17:17:43, 6.756
2019-08-24 17:19:23,6.6982
2019-08-24 17:20:57,6.7209
2019-08-24 17:22:44, 6.756
2019-08-24 17:24:20,6.5897
2019-08-24 17:25:59,6.6773
2019-08-24 17:27:38,6.6854
2019-08-24 17:29:18,6.7788
2019-08-24 17:30:57,6.6237
2019-08-24 17:32:36,6.7715
2019-08-24 17:34:12,6.7021
2019-08-24 17:35:51,   6.7
2019-08-24 17:37:26,6.7167
2019-08-24 17:39:13,6.5909
2019-08-24 17:40:49,6.6898
2019-08-24 17:42:28,6.8844
2019-08-24 17:44:13,6.6663
2019-08-24 17:45:46,7.8342
2019-08-24 17:47:31,7.4944
2019-08-24 17:49:11,7.3446
2019-08-24 17:50:48,7.3376
2019-08-24 17:52:20, 7.164
2019-08-24 17:53:55,7.1748
2019-08-24 17:55:42, 7.523
2019-08-24 17:57:18, 7.329
2019-08-24 17:58:57,7.2957
2019-08-24 18:00:36,7.0246
2019-08-24 18:02:12,7.2174
2019-08-24 18:03:52,6.8934
2019-08-24 18:05:31,6.9391
2019-08-24 18:07:10,6.8148
2019-08-24 18:08:49,6.7822
2019-08-24 18:10:27,7.0061
2019-08-24 18:12:14,6.6714
2019-08-24 18:13:50,6.5795
2019-08-24 18:15:29,6.1507
2019-08-24 18:17:08,6.1657
2019-08-24 18:18:47,6.1649
2019-08-24 18:20:26,5.9043
2019-08-24 18:22:05,6.0984
2019-08-24 18:23:45,5.9149
2019-08-24 18:25:24,5.6565
2019-08-24 18:26:59, 6.319
2019-08-24 18:28:45,5.9938
2019-08-24 18:30:24,5.6619
2019-08-24 18:32:03, 5.558
2019-08-24 18:33:43,5.5904
2019-08-24 18:35:22,5.6617
2019-08-24 18:37:01,5.5289
2019-08-24 18:38:40,5.5803
2019-08-24 18:40:19,5.4776
2019-08-24 18:41:58,5.5542
2019-08-24 18:43:33,5.7247
2019-08-24 18:45:20, 5.481
2019-08-24 18:46:56,5.2023
2019-08-24 18:48:35,5.2211
2019-08-24 18:50:17, 5.372
2019-08-24 18:51:57,  5.27
2019-08-24 18:53:36,5.3515
2019-08-24 18:55:15,5.3071
2019-08-24 18:56:54, 5.426
2019-08-24 18:58:33,5.4844
2019-08-24 19:00:08,5.6704
2019-08-24 19:01:55,5.5312
2019-08-24 19:03:31,5.5576
2019-08-24 19:05:10,5.5404
2019-08-24 19:06:49,5.5934
2019-08-24 19:08:28,5.5667
2019-08-24 19:10:07,5.5137
2019-08-24 19:11:46,5.3101
2019-08-24 19:13:26,5.3188
2019-08-24 19:15:05,5.4391
2019-08-24 19:16:40,5.4444
2019-08-24 19:18:26,5.4199
2019-08-24 19:20:02,5.3984
2019-08-24 19:21:41,5.5527
2019-08-24 19:23:21,5.4429
2019-08-24 19:25:00,5.5845
2019-08-24 19:26:39,5.6065
2019-08-24 19:28:01,   NaN
2019-08-24 19:40:17,   NaN
2019-08-24 19:41:28,5.4627
2019-08-24 19:43:08,5.5268
2019-08-24 19:44:47,5.7318
2019-08-24 19:46:26,5.7203
2019-08-24 19:48:05,5.6463
2019-08-24 19:49:40,5.5918
2019-08-24 19:51:26,5.5313
2019-08-24 19:53:02,5.1945
2019-08-24 19:54:42,5.4121
2019-08-24 19:56:21,5.4756
2019-08-24 19:58:00,5.6727
2019-08-24 19:59:39,5.4075
2019-08-24 20:01:18,5.2905
2019-08-24 20:02:57,5.1564
2019-08-24 20:04:37,5.2963
2019-08-24 20:06:11,5.2826
2019-08-24 20:07:57,5.1243
2019-08-24 20:09:33,5.1089
2019-08-24 20:11:13,5.2538
2019-08-24 20:12:52, 5.297
2019-08-24 20:14:32,5.2902
2019-08-24 20:16:11,5.2015
2019-08-24 20:17:49,5.1938
2019-08-24 20:19:28,5.2249
2019-08-24 20:21:07,5.1547
2019-08-24 20:22:43,5.3535
2019-08-24 20:24:30, 5.303
2019-08-24 20:26:02,5.3001
2019-08-24 20:27:42,5.3398
2019-08-24 20:29:20,5.2759
2019-08-24 20:31:00,5.4175
2019-08-24 20:32:38,5.3172
2019-08-24 20:34:18,5.4735
2019-08-24 20:35:58,5.3013
2019-08-24 20:37:37,5.3934
2019-08-24 20:39:11,5.4652
2019-08-24 20:40:58,5.3398
2019-08-24 20:42:31,5.4631
2019-08-24 20:44:10, 5.489
2019-08-24 20:45:50,5.4971
2019-08-24 20:47:29,5.4969
2019-08-24 20:49:08,5.4873
2019-08-24 20:50:47,5.3722
2019-08-24 20:52:26,5.5349
2019-08-24 20:54:01, 5.306
2019-08-24 20:55:38,  5.94
2019-08-24 20:57:24, 5.503
2019-08-24 20:59:00,5.4654
2019-08-24 21:00:39,5.4521
2019-08-24 21:02:18,5.4621
2019-08-24 21:03:57,5.5497
2019-08-24 21:05:36,5.4869
2019-08-24 21:07:16,5.5143
2019-08-24 21:08:55,5.4766
2019-08-24 21:10:34,5.4433
2019-08-24 21:12:17,   NaN
2019-08-24 21:13:55,5.5163
2019-08-24 21:15:31,5.6023
2019-08-24 21:17:11,5.5626
2019-08-24 21:18:50,5.5649
2019-08-24 21:20:29,5.4694
2019-08-24 21:22:08,5.4521
2019-08-24 21:23:47,5.5447
2019-08-24 21:25:25,5.4895
2019-08-24 21:27:05,5.4417
2019-08-24 21:28:41,5.4919
2019-08-24 21:30:23,5.6256
2019-08-24 21:31:59,5.6854
2019-08-24 21:33:39,5.8444
2019-08-24 21:35:18,5.7048
2019-08-24 21:36:57,5.6869
2019-08-24 21:38:37,5.7119
